Date,Close
9/25/2006,4.911
9/26/2006,4.899
9/27/2006,4.886
9/28/2006,4.848
9/29/2006,4.913
10/2/2006,4.895
10/3/2006,4.886
10/4/2006,4.94
10/5/2006,4.955
10/6/2006,4.941
10/9/2006,4.947
10/10/2006,4.967
10/11/2006,4.997
10/12/2006,5.054
10/13/2006,5.061
10/16/2006,5.064
10/17/2006,5.063
10/18/2006,5.091
10/19/2006,5.101
10/20/2006,5.092
10/23/2006,5.113
10/24/2006,5.128
10/25/2006,5.135
10/26/2006,5.129
10/27/2006,5.113
10/30/2006,5.113
10/31/2006,5.081
11/1/2006,5.073
11/2/2006,5.072
11/3/2006,5.082
11/6/2006,5.103
11/7/2006,5.079
11/8/2006,5.099
11/9/2006,5.095
11/10/2006,5.097
11/13/2006,5.093
11/14/2006,5.097
11/15/2006,5.093
11/16/2006,5.098
11/17/2006,5.089
11/20/2006,5.066
11/21/2006,5.076
11/22/2006,5.06
11/23/2006,5.062
11/24/2006,5.043
11/27/2006,5.028
11/28/2006,5.034
11/29/2006,5.031
11/30/2006,5.025
12/1/2006,5.011
12/4/2006,5.028
12/5/2006,4.99
12/6/2006,4.992
12/7/2006,4.999
12/8/2006,4.973
12/11/2006,4.96
12/12/2006,4.938
12/13/2006,4.945
12/14/2006,4.965
12/15/2006,4.934
12/18/2006,4.921
12/19/2006,4.946
12/20/2006,4.969
12/21/2006,4.973
12/22/2006,4.978
12/25/2006,4.988
12/26/2006,5.001
12/27/2006,4.976
12/28/2006,5.01
12/29/2006,5.009
1/1/2007,5.017
1/2/2007,5.027
1/3/2007,5.054
1/4/2007,5.033
1/5/2007,5.053
1/8/2007,5.059
1/9/2007,5.081
1/10/2007,5.088
1/11/2007,5.103
1/12/2007,5.089
1/15/2007,5.092
1/16/2007,5.087
1/17/2007,5.114
1/18/2007,5.119
1/19/2007,5.136
1/22/2007,5.131
1/23/2007,5.133
1/24/2007,5.135
1/25/2007,5.147
1/26/2007,5.147
1/29/2007,5.137
1/30/2007,5.146
1/31/2007,5.135
2/1/2007,5.119
2/2/2007,5.147
2/5/2007,5.131
2/6/2007,5.149
2/7/2007,5.151
2/8/2007,5.165
2/9/2007,5.173
2/12/2007,5.163
2/13/2007,5.18
2/14/2007,5.159
2/15/2007,5.16
2/16/2007,5.178
2/19/2007,5.173
2/20/2007,5.172
2/21/2007,5.184
2/22/2007,5.176
2/23/2007,5.186
2/26/2007,5.163
2/27/2007,5.159
2/28/2007,5.148
3/1/2007,5.129
3/2/2007,5.126
3/5/2007,5.1
3/6/2007,5.112
3/7/2007,5.099
3/8/2007,5.085
3/9/2007,5.097
3/12/2007,5.09
3/13/2007,5.084
3/14/2007,5.049
3/15/2007,5.038
3/16/2007,5.022
3/19/2007,5.038
3/20/2007,5.045
3/21/2007,5.065
3/22/2007,5.038
3/23/2007,5.053
3/26/2007,5.059
3/27/2007,5.06
3/28/2007,5.044
3/29/2007,5.041
3/30/2007,5.04
4/2/2007,5.038
4/3/2007,5.047
4/4/2007,5.042
4/5/2007,5.02
4/6/2007,5.04
4/9/2007,5.015
4/10/2007,5.016
4/11/2007,5.023
4/12/2007,5.012
4/13/2007,5.006
4/16/2007,4.999
4/17/2007,4.993
4/18/2007,4.982
4/19/2007,4.976
4/20/2007,4.975
4/23/2007,4.976
4/24/2007,4.969
4/25/2007,4.961
4/26/2007,4.945
4/27/2007,4.939
4/30/2007,4.882
5/1/2007,4.899
5/2/2007,4.891
5/3/2007,4.88
5/4/2007,4.884
5/7/2007,4.862
5/8/2007,4.881
5/9/2007,4.875
5/10/2007,4.864
5/11/2007,4.853
5/14/2007,4.843
5/15/2007,4.819
5/16/2007,4.75
5/17/2007,4.781
5/18/2007,4.801
5/21/2007,4.849
5/22/2007,4.904
5/23/2007,4.899
5/24/2007,4.89
5/25/2007,4.879
5/28/2007,4.874
5/29/2007,4.838
5/30/2007,4.826
5/31/2007,4.791
6/1/2007,4.791
6/4/2007,4.779
6/5/2007,4.821
6/6/2007,4.792
6/7/2007,4.781
6/8/2007,4.78
6/11/2007,4.758
6/12/2007,4.702
6/13/2007,4.66
6/14/2007,4.667
6/15/2007,4.575
6/18/2007,4.506
6/19/2007,4.608
6/20/2007,4.709
6/21/2007,4.688
6/22/2007,4.718
6/25/2007,4.768
6/26/2007,4.829
6/27/2007,4.779
6/28/2007,4.802
6/29/2007,4.822
7/2/2007,4.851
7/3/2007,4.949
7/4/2007,4.948
7/5/2007,4.95
7/6/2007,4.928
7/9/2007,4.926
7/10/2007,4.938
7/11/2007,4.94
7/12/2007,4.955
7/13/2007,4.96
7/16/2007,4.942
7/17/2007,4.949
7/18/2007,4.938
7/19/2007,4.984
7/20/2007,4.963
7/23/2007,5.01
7/24/2007,5.025
7/25/2007,5.003
7/26/2007,4.937
7/27/2007,4.869
7/30/2007,4.867
7/31/2007,4.962
8/1/2007,4.899
8/2/2007,4.917
8/3/2007,4.853
8/6/2007,4.854
8/7/2007,4.936
8/8/2007,4.951
8/9/2007,4.851
8/10/2007,4.575
8/13/2007,4.76
8/14/2007,4.665
8/15/2007,4.428
8/16/2007,3.72
8/17/2007,3.864
8/20/2007,2.814
8/21/2007,3.301
8/22/2007,3.772
8/23/2007,3.64
8/24/2007,4.142
8/27/2007,4.647
8/28/2007,4.413
8/29/2007,4.072
8/30/2007,3.621
8/31/2007,4.007
9/3/2007,3.797
9/4/2007,4.365
9/5/2007,4.272
9/6/2007,4.337
9/7/2007,4.02
9/10/2007,3.969
9/11/2007,4.024
9/12/2007,4.046
9/13/2007,4.033
9/14/2007,4.014
9/17/2007,4
9/18/2007,4.164
9/19/2007,3.963
9/20/2007,3.738
9/21/2007,3.724
9/24/2007,3.855
9/25/2007,3.803
9/26/2007,3.756
9/27/2007,3.712
9/28/2007,3.781
10/1/2007,3.928
10/2/2007,3.946
10/3/2007,3.994
10/4/2007,3.953
10/5/2007,4.001
10/8/2007,3.978
10/9/2007,3.994
10/10/2007,4.046
10/11/2007,4.088
10/12/2007,4.167
10/15/2007,4.285
10/16/2007,4.286
10/17/2007,4.163
10/18/2007,3.836
10/19/2007,3.854
10/22/2007,3.995
10/23/2007,4.003
10/24/2007,3.888
10/25/2007,3.914
10/26/2007,3.939
10/29/2007,4.013
10/30/2007,3.995
10/31/2007,3.862
11/1/2007,3.818
11/2/2007,3.554
11/5/2007,3.625
11/6/2007,3.746
11/7/2007,3.578
11/8/2007,3.381
11/9/2007,3.274
11/12/2007,3.397
11/13/2007,3.371
11/14/2007,3.477
11/15/2007,3.306
11/16/2007,3.339
11/19/2007,3.488
11/20/2007,3.319
11/21/2007,3.061
11/22/2007,3.092
11/23/2007,3.166
11/26/2007,3.271
11/27/2007,3.216
11/28/2007,3.071
11/29/2007,2.911
11/30/2007,3.156
12/3/2007,3.134
12/4/2007,3.058
12/5/2007,3.097
12/6/2007,2.955
12/7/2007,3.045
12/10/2007,3.039
12/11/2007,2.996
12/12/2007,2.994
12/13/2007,2.759
12/14/2007,2.898
12/17/2007,2.887
12/18/2007,3.089
12/19/2007,2.996
12/20/2007,2.839
12/21/2007,2.9
12/24/2007,3.209
12/25/2007,3.302
12/26/2007,3.301
12/27/2007,3.21
12/28/2007,3.145
12/31/2007,3.206
1/1/2008,3.245
1/2/2008,3.314
1/3/2008,3.28
1/4/2008,3.192
1/7/2008,3.248
1/8/2008,3.288
1/9/2008,3.228
1/10/2008,3.272
1/11/2008,3.114
1/14/2008,3.126
1/15/2008,3.164
1/16/2008,3.148
1/17/2008,3.058
1/18/2008,2.944
1/21/2008,2.849
1/22/2008,2.333
1/23/2008,2.075
1/24/2008,2.249
1/25/2008,2.298
1/28/2008,2.321
1/29/2008,2.296
1/30/2008,2.311
1/31/2008,2.054
2/1/2008,2.087
2/4/2008,2.195
2/5/2008,2.213
2/6/2008,2.126
2/7/2008,2.11
2/8/2008,2.239
2/11/2008,2.228
2/12/2008,2.316
2/13/2008,2.229
2/14/2008,2.265
2/15/2008,2.244
2/18/2008,2.198
2/19/2008,2.218
2/20/2008,2.234
2/21/2008,2.224
2/22/2008,2.177
2/25/2008,2.241
2/26/2008,2.129
2/27/2008,2.067
2/28/2008,1.877
2/29/2008,1.872
3/3/2008,1.861
3/4/2008,1.641
3/5/2008,1.633
3/6/2008,1.408
3/7/2008,1.6
3/10/2008,1.451
3/11/2008,1.457
3/12/2008,1.516
3/13/2008,1.357
3/14/2008,1.239
3/17/2008,0.958
3/18/2008,0.981
3/19/2008,0.754
3/20/2008,0.402
3/21/2008,0.585
3/24/2008,0.948
3/25/2008,1.336
3/26/2008,1.313
3/27/2008,1.242
3/28/2008,1.289
3/31/2008,1.318
4/1/2008,1.423
4/2/2008,1.436
4/3/2008,1.4
4/4/2008,1.367
4/7/2008,1.421
4/8/2008,1.421
4/9/2008,1.28
4/10/2008,1.272
4/11/2008,1.183
4/14/2008,1.152
4/15/2008,1.121
4/16/2008,1.121
4/17/2008,1.249
4/18/2008,1.431
4/21/2008,1.339
4/22/2008,1.316
4/23/2008,1.262
4/24/2008,1.244
4/25/2008,1.313
4/28/2008,1.313
4/29/2008,1.477
4/30/2008,1.439
5/1/2008,1.421
5/2/2008,1.48
5/5/2008,1.582
5/6/2008,1.626
5/7/2008,1.682
5/8/2008,1.677
5/9/2008,1.679
5/12/2008,1.8
5/13/2008,1.846
5/14/2008,1.846
5/15/2008,1.836
5/16/2008,1.838
5/19/2008,1.874
5/20/2008,1.872
5/21/2008,1.861
5/22/2008,1.877
5/23/2008,1.872
5/26/2008,1.866
5/27/2008,1.912
5/28/2008,1.892
5/29/2008,1.951
5/30/2008,1.902
6/2/2008,1.869
6/3/2008,1.869
6/4/2008,1.854
6/5/2008,1.867
6/6/2008,1.843
6/9/2008,1.894
6/10/2008,1.952
6/11/2008,1.974
6/12/2008,1.982
6/13/2008,1.974
6/16/2008,1.989
6/17/2008,2.016
6/18/2008,1.931
6/19/2008,1.887
6/20/2008,1.874
6/23/2008,1.905
6/24/2008,1.844
6/25/2008,1.815
6/26/2008,1.756
6/27/2008,1.679
6/30/2008,1.782
7/1/2008,1.862
7/2/2008,1.872
7/3/2008,1.843
7/4/2008,1.851
7/7/2008,1.871
7/8/2008,1.89
7/9/2008,1.864
7/10/2008,1.669
7/11/2008,1.682
7/14/2008,1.589
7/15/2008,1.39
7/16/2008,1.382
7/17/2008,1.391
7/18/2008,1.427
7/21/2008,1.524
7/22/2008,1.516
7/23/2008,1.601
7/24/2008,1.672
7/25/2008,1.721
7/28/2008,1.71
7/29/2008,1.726
7/30/2008,1.708
7/31/2008,1.675
8/1/2008,1.69
8/4/2008,1.669
8/5/2008,1.754
8/6/2008,1.693
8/7/2008,1.7
8/8/2008,1.688
8/11/2008,1.782
8/12/2008,1.89
8/13/2008,1.854
8/14/2008,1.879
8/15/2008,1.833
8/18/2008,1.871
8/19/2008,1.788
8/20/2008,1.721
8/21/2008,1.711
8/22/2008,1.716
8/25/2008,1.682
8/26/2008,1.729
8/27/2008,1.685
8/28/2008,1.724
8/29/2008,1.741
9/1/2008,1.721
9/2/2008,1.705
9/3/2008,1.7
9/4/2008,1.703
9/5/2008,1.688
9/8/2008,1.756
9/9/2008,1.69
9/10/2008,1.66
9/11/2008,1.626
9/12/2008,1.598
9/15/2008,0.82
9/16/2008,0.876
9/17/2008,0.193
9/18/2008,0.101
9/19/2008,0.828
9/22/2008,0.932
9/23/2008,0.869
9/24/2008,0.378
9/25/2008,0.622
9/26/2008,0.848
9/29/2008,0.673
9/30/2008,0.912
10/1/2008,0.828
10/2/2008,0.655
10/3/2008,0.51
10/6/2008,0.439
10/7/2008,0.976
10/8/2008,0.762
10/9/2008,0.749
10/10/2008,0.309
10/13/2008,0.188
10/14/2008,0.447
10/15/2008,0.294
10/16/2008,0.32
10/17/2008,0.734
10/20/2008,0.986
10/21/2008,1.269
10/22/2008,1.001
10/23/2008,1.083
10/24/2008,0.78
10/27/2008,0.754
10/28/2008,0.792
10/29/2008,0.663
10/30/2008,0.452
10/31/2008,0.436
11/3/2008,0.457
11/4/2008,0.492
11/5/2008,0.48
11/6/2008,0.373
11/7/2008,0.322
11/10/2008,0.243
11/11/2008,0.241
11/12/2008,0.208
11/13/2008,0.203
11/14/2008,0.152
11/17/2008,0.16
11/18/2008,0.132
11/19/2008,0.112
11/20/2008,0.048
11/21/2008,0.025
11/24/2008,0.018
11/25/2008,0.137
11/26/2008,0.076
11/27/2008,0.051
11/28/2008,0.038
12/1/2008,0.035
12/2/2008,0.071
12/3/2008,0.025
12/4/2008,0.018
12/5/2008,0.018
12/8/2008,0.025
12/9/2008,0.02
12/10/2008,0.013
12/11/2008,0.013
12/12/2008,0.018
12/15/2008,0.013
12/16/2008,0.03
12/17/2008,0.013
12/18/2008,0.013
12/19/2008,0.003
12/22/2008,0.003
12/23/2008,0.03
12/24/2008,0.01
12/25/2008,0.01
12/26/2008,0.015
12/29/2008,0.041
12/30/2008,0.071
12/31/2008,0.086
1/1/2009,0.106
1/2/2009,0.099
1/5/2009,0.086
1/6/2009,0.157
1/7/2009,0.124
1/8/2009,0.101
1/9/2009,0.079
1/12/2009,0.081
1/13/2009,0.129
1/14/2009,0.114
1/15/2009,0.114
1/16/2009,0.124
1/19/2009,0.124
1/20/2009,0.129
1/21/2009,0.117
1/22/2009,0.106
1/23/2009,0.109
1/26/2009,0.106
1/27/2009,0.137
1/28/2009,0.15
1/29/2009,0.203
1/30/2009,0.238
2/2/2009,0.243
2/3/2009,0.307
2/4/2009,0.309
2/5/2009,0.287
2/6/2009,0.292
2/9/2009,0.304
2/10/2009,0.327
2/11/2009,0.317
2/12/2009,0.304
2/13/2009,0.302
2/16/2009,0.302
2/17/2009,0.307
2/18/2009,0.317
2/19/2009,0.327
2/20/2009,0.287
2/23/2009,0.274
2/24/2009,0.299
2/25/2009,0.315
2/26/2009,0.299
2/27/2009,0.274
3/2/2009,0.256
3/3/2009,0.284
3/4/2009,0.266
3/5/2009,0.249
3/6/2009,0.205
3/9/2009,0.223
3/10/2009,0.243
3/11/2009,0.238
3/12/2009,0.208
3/13/2009,0.19
3/16/2009,0.269
3/17/2009,0.236
3/18/2009,0.218
3/19/2009,0.195
3/20/2009,0.203
3/23/2009,0.213
3/24/2009,0.226
3/25/2009,0.198
3/26/2009,0.147
3/27/2009,0.157
3/30/2009,0.147
3/31/2009,0.208
4/1/2009,0.223
4/2/2009,0.231
4/3/2009,0.218
4/6/2009,0.195
4/7/2009,0.205
4/8/2009,0.188
4/9/2009,0.19
4/10/2009,0.188
4/13/2009,0.188
4/14/2009,0.167
4/15/2009,0.157
4/16/2009,0.137
4/17/2009,0.144
4/20/2009,0.134
4/21/2009,0.147
4/22/2009,0.152
4/23/2009,0.106
4/24/2009,0.109
4/27/2009,0.112
4/28/2009,0.132
4/29/2009,0.112
4/30/2009,0.14
5/1/2009,0.162
5/4/2009,0.188
5/5/2009,0.195
5/6/2009,0.193
5/7/2009,0.183
5/8/2009,0.183
5/11/2009,0.177
5/12/2009,0.19
5/13/2009,0.183
5/14/2009,0.17
5/15/2009,0.175
5/18/2009,0.177
5/19/2009,0.19
5/20/2009,0.188
5/21/2009,0.183
5/22/2009,0.185
5/25/2009,0.185
5/26/2009,0.183
5/27/2009,0.175
5/28/2009,0.16
5/29/2009,0.142
6/1/2009,0.155
6/2/2009,0.129
6/3/2009,0.129
6/4/2009,0.142
6/5/2009,0.185
6/8/2009,0.183
6/9/2009,0.19
6/10/2009,0.185
6/11/2009,0.172
6/12/2009,0.18
6/15/2009,0.162
6/16/2009,0.17
6/17/2009,0.18
6/18/2009,0.183
6/19/2009,0.188
6/22/2009,0.183
6/23/2009,0.208
6/24/2009,0.19
6/25/2009,0.175
6/26/2009,0.18
6/29/2009,0.203
6/30/2009,0.195
7/1/2009,0.18
7/2/2009,0.167
7/3/2009,0.16
7/6/2009,0.162
7/7/2009,0.19
7/8/2009,0.188
7/9/2009,0.188
7/10/2009,0.18
7/13/2009,0.193
7/14/2009,0.18
7/15/2009,0.19
7/16/2009,0.188
7/17/2009,0.195
7/20/2009,0.198
7/21/2009,0.193
7/22/2009,0.19
7/23/2009,0.19
7/24/2009,0.198
7/27/2009,0.193
7/28/2009,0.198
7/29/2009,0.188
7/30/2009,0.193
7/31/2009,0.183
8/3/2009,0.195
8/4/2009,0.188
8/5/2009,0.18
8/6/2009,0.183
8/7/2009,0.188
8/10/2009,0.177
8/11/2009,0.188
8/12/2009,0.18
8/13/2009,0.185
8/14/2009,0.177
8/17/2009,0.18
8/18/2009,0.193
8/19/2009,0.18
8/20/2009,0.17
8/21/2009,0.167
8/24/2009,0.16
8/25/2009,0.167
8/26/2009,0.157
8/27/2009,0.155
8/28/2009,0.157
8/31/2009,0.142
9/1/2009,0.152
9/2/2009,0.14
9/3/2009,0.14
9/4/2009,0.137
9/7/2009,0.142
9/8/2009,0.142
9/9/2009,0.155
9/10/2009,0.144
9/11/2009,0.152
9/14/2009,0.142
9/15/2009,0.14
9/16/2009,0.106
9/17/2009,0.106
9/18/2009,0.096
9/21/2009,0.086
9/22/2009,0.096
9/23/2009,0.106
9/24/2009,0.091
9/25/2009,0.106
9/28/2009,0.094
9/29/2009,0.114
9/30/2009,0.134
10/1/2009,0.104
10/2/2009,0.109
10/5/2009,0.101
10/6/2009,0.071
10/7/2009,0.066
10/8/2009,0.068
10/9/2009,0.076
10/12/2009,0.076
10/13/2009,0.071
10/14/2009,0.073
10/15/2009,0.068
10/16/2009,0.066
10/19/2009,0.071
10/20/2009,0.086
10/21/2009,0.084
10/22/2009,0.061
10/23/2009,0.058
10/26/2009,0.058
10/27/2009,0.068
10/28/2009,0.066
10/29/2009,0.076
10/30/2009,0.058
11/2/2009,0.063
11/3/2009,0.053
11/4/2009,0.061
11/5/2009,0.053
11/6/2009,0.046
11/9/2009,0.056
11/10/2009,0.071
11/11/2009,0.068
11/12/2009,0.066
11/13/2009,0.076
11/16/2009,0.068
11/17/2009,0.066
11/18/2009,0.058
11/19/2009,0.033
11/20/2009,0.018
11/23/2009,0.015
11/24/2009,0.053
11/25/2009,0.051
11/26/2009,0.046
11/27/2009,0.033
11/30/2009,0.051
12/1/2009,0.061
12/2/2009,0.053
12/3/2009,0.056
12/4/2009,0.056
12/7/2009,0.046
12/8/2009,0.033
12/9/2009,0.03
12/10/2009,0.03
12/11/2009,0.03
12/14/2009,0.03
12/15/2009,0.051
12/16/2009,0.048
12/17/2009,0.038
12/18/2009,0.041
12/21/2009,0.056
12/22/2009,0.073
12/23/2009,0.079
12/24/2009,0.053
12/25/2009,0.046
12/28/2009,0.056
12/29/2009,0.114
12/30/2009,0.073
12/31/2009,0.058
1/1/2010,0.066
1/4/2010,0.076
1/5/2010,0.071
1/6/2010,0.073
1/7/2010,0.056
1/8/2010,0.053
1/11/2010,0.043
1/12/2010,0.043
1/13/2010,0.053
1/14/2010,0.061
1/15/2010,0.061
1/18/2010,0.056
1/19/2010,0.066
1/20/2010,0.058
1/21/2010,0.056
1/22/2010,0.056
1/25/2010,0.056
1/26/2010,0.063
1/27/2010,0.068
1/28/2010,0.086
1/29/2010,0.081
2/1/2010,0.084
2/2/2010,0.094
2/3/2010,0.104
2/4/2010,0.101
2/5/2010,0.096
2/8/2010,0.101
2/9/2010,0.109
2/10/2010,0.112
2/11/2010,0.106
2/12/2010,0.099
2/15/2010,0.096
2/16/2010,0.096
2/17/2010,0.106
2/18/2010,0.096
2/19/2010,0.109
2/22/2010,0.104
2/23/2010,0.109
2/24/2010,0.122
2/25/2010,0.119
2/26/2010,0.132
3/1/2010,0.129
3/2/2010,0.132
3/3/2010,0.144
3/4/2010,0.142
3/5/2010,0.152
3/8/2010,0.16
3/9/2010,0.16
3/10/2010,0.157
3/11/2010,0.147
3/12/2010,0.155
3/15/2010,0.155
3/16/2010,0.167
3/17/2010,0.16
3/18/2010,0.16
3/19/2010,0.157
3/22/2010,0.15
3/23/2010,0.147
3/24/2010,0.142
3/25/2010,0.14
3/26/2010,0.147
3/29/2010,0.137
3/30/2010,0.152
3/31/2010,0.165
4/1/2010,0.16
4/2/2010,0.167
4/5/2010,0.167
4/6/2010,0.175
4/7/2010,0.18
4/8/2010,0.167
4/9/2010,0.157
4/12/2010,0.155
4/13/2010,0.16
4/14/2010,0.165
4/15/2010,0.162
4/16/2010,0.16
4/19/2010,0.16
4/20/2010,0.162
4/21/2010,0.152
4/22/2010,0.157
4/23/2010,0.162
4/26/2010,0.165
4/27/2010,0.155
4/28/2010,0.162
4/29/2010,0.165
4/30/2010,0.167
5/3/2010,0.17
5/4/2010,0.167
5/5/2010,0.157
5/6/2010,0.144
5/7/2010,0.129
5/10/2010,0.155
5/11/2010,0.167
5/12/2010,0.162
5/13/2010,0.165
5/14/2010,0.157
5/17/2010,0.155
5/18/2010,0.18
5/19/2010,0.17
5/20/2010,0.167
5/21/2010,0.167
5/24/2010,0.162
5/25/2010,0.165
5/26/2010,0.167
5/27/2010,0.17
5/28/2010,0.17
5/31/2010,0.167
6/1/2010,0.16
6/2/2010,0.152
6/3/2010,0.147
6/4/2010,0.147
6/7/2010,0.132
6/8/2010,0.124
6/9/2010,0.106
6/10/2010,0.089
6/11/2010,0.084
6/14/2010,0.068
6/15/2010,0.076
6/16/2010,0.104
6/17/2010,0.096
6/18/2010,0.096
6/21/2010,0.117
6/22/2010,0.132
6/23/2010,0.132
6/24/2010,0.137
6/25/2010,0.134
6/28/2010,0.144
6/29/2010,0.152
6/30/2010,0.188
7/1/2010,0.177
7/2/2010,0.17
7/5/2010,0.177
7/6/2010,0.183
7/7/2010,0.175
7/8/2010,0.165
7/9/2010,0.152
7/12/2010,0.15
7/13/2010,0.157
7/14/2010,0.16
7/15/2010,0.157
7/16/2010,0.152
7/19/2010,0.16
7/20/2010,0.162
7/21/2010,0.162
7/22/2010,0.16
7/23/2010,0.157
7/26/2010,0.157
7/27/2010,0.16
7/28/2010,0.155
7/29/2010,0.157
7/30/2010,0.147
8/2/2010,0.15
8/3/2010,0.147
8/4/2010,0.16
8/5/2010,0.152
8/6/2010,0.147
8/9/2010,0.15
8/10/2010,0.157
8/11/2010,0.152
8/12/2010,0.157
8/13/2010,0.155
8/16/2010,0.17
8/17/2010,0.165
8/18/2010,0.165
8/19/2010,0.155
8/20/2010,0.147
8/23/2010,0.16
8/24/2010,0.162
8/25/2010,0.157
8/26/2010,0.157
8/27/2010,0.155
8/30/2010,0.15
8/31/2010,0.142
9/1/2010,0.142
9/2/2010,0.142
9/3/2010,0.137
9/6/2010,0.134
9/7/2010,0.134
9/8/2010,0.137
9/9/2010,0.14
9/10/2010,0.144
9/13/2010,0.144
9/14/2010,0.147
9/15/2010,0.157
9/16/2010,0.16
9/17/2010,0.152
9/20/2010,0.162
9/21/2010,0.165
9/22/2010,0.165
9/23/2010,0.16
9/24/2010,0.152
9/27/2010,0.144
9/28/2010,0.157
9/29/2010,0.16
9/30/2010,0.16
10/1/2010,0.165
10/4/2010,0.162
10/5/2010,0.124
10/6/2010,0.124
10/7/2010,0.124
10/8/2010,0.119
10/11/2010,0.124
10/12/2010,0.127
10/13/2010,0.134
10/14/2010,0.144
10/15/2010,0.144
10/18/2010,0.144
10/19/2010,0.147
10/20/2010,0.147
10/21/2010,0.132
10/22/2010,0.129
10/25/2010,0.124
10/26/2010,0.14
10/27/2010,0.142
10/28/2010,0.132
10/29/2010,0.124
11/1/2010,0.117
11/2/2010,0.132
11/3/2010,0.124
11/4/2010,0.129
11/5/2010,0.124
11/8/2010,0.124
11/9/2010,0.137
11/10/2010,0.132
11/11/2010,0.132
11/12/2010,0.134
11/15/2010,0.134
11/16/2010,0.142
11/17/2010,0.142
11/18/2010,0.142
11/19/2010,0.144
11/22/2010,0.142
11/23/2010,0.142
11/24/2010,0.167
11/25/2010,0.147
11/26/2010,0.155
11/29/2010,0.17
11/30/2010,0.17
12/1/2010,0.17
12/2/2010,0.165
12/3/2010,0.155
12/6/2010,0.134
12/7/2010,0.142
12/8/2010,0.152
12/9/2010,0.14
12/10/2010,0.142
12/13/2010,0.124
12/14/2010,0.14
12/15/2010,0.144
12/16/2010,0.147
12/17/2010,0.117
12/20/2010,0.112
12/21/2010,0.137
12/22/2010,0.144
12/23/2010,0.142
12/24/2010,0.142
12/27/2010,0.157
12/28/2010,0.162
12/29/2010,0.144
12/30/2010,0.134
12/31/2010,0.129
1/3/2011,0.134
1/4/2011,0.144
1/5/2011,0.147
1/6/2011,0.147
1/7/2011,0.144
1/10/2011,0.147
1/11/2011,0.155
1/12/2011,0.152
